course_id,user_id
429,2
2423,2
616,2
874,2
2304,2
734,2
2469,2
1859,2
1000,2
1537,2
1411,2
1999,2
1938,2
2260,2
2371,2
662,2
922,2
1279,2
650,2
706,2
538,2
243,2
94,2
492,2
1798,2
2325,2
1255,2
1202,2
1055,2
1506,2
794,2
2407,2
1748,2
2229,2
407,2
1587,2
987,2
1884,2
1692,2
553,2
2001,2
523,2
914,2
1735,2
1339,2
1829,2
1948,2
771,2
1160,2
519,2
1726,2
1918,2
704,2
1641,2
1251,2
1037,2
673,2
990,2
900,2
1957,2
944,2
1978,2
394,2
2126,2
807,2
1812,2
819,2
13,2
1550,2
194,2
1237,2
1897,2
430,2
502,2
793,2
840,2
435,2
1359,2
2063,2
2339,2
1518,2
717,2
1108,3
1702,3
424,3
907,3
486,3
325,3
709,3
1339,3
967,3
1304,3
1901,3
48,3
105,3
1358,3
2225,3
184,3
819,3
1693,3
2313,3
771,3
1704,3
1829,3
1764,3
2339,3
1325,3
1421,3
1159,3
1087,3
194,3
2202,3
444,3
640,3
1724,3
1847,3
230,3
1677,3
976,3
1227,3
2288,3
314,3
658,3
1280,3
1462,3
1798,3
831,3
1359,3
1576,3
2426,3
357,3
1688,3
891,3
1589,3
2155,3
616,3
398,3
947,3
457,3
2083,3
1490,3
2416,3
52,3
734,3
1951,3
442,3
1848,3
5,3
675,3
883,3
1981,3
662,3
255,3
1742,3
1343,3
1582,3
320,3
1213,3
2276,3
1509,3
1254,3
454,3
1161,3
2320,3
957,3
2250,3
1364,3
402,3
978,3
206,3
301,3
1055,3
1897,3
284,3
1917,3
2331,3
1047,3
1605,3
560,3
1922,3
1788,3
1333,3
1881,3
334,3
523,3
1298,3
1849,3
1105,3
1073,3
633,3
1898,3
2061,3
1995,3
26,3
586,3
1539,3
1892,3
1778,3
437,3
1247,3
33,3
673,3
900,3
2203,3
2152,3
704,3
497,3
1189,3
2029,3
212,3
567,3
703,3
2150,3
541,3
2022,3
2388,3
1554,3
1000,3
61,3
1438,3
1009,3
1357,3
467,3
407,3
534,3
726,3
243,3
2115,3
1198,3
2042,3
1887,3
990,3
1579,3
1772,3
1379,3
862,3
501,3
1550,3
2455,3
1656,3
1273,3
1382,3
225,3
1916,3
718,3
716,3
2084,3
520,3
2302,3
1020,3
1587,3
1265,3
2438,3
1913,3
1910,3
1224,3
2423,3
1061,3
1544,3
2076,3
612,3
1144,3
2367,3
599,3
22,3
1884,3
1624,3
2280,3
2,3
2435,3
150,3
922,3
651,3
1875,3
924,3
1300,3
41,3
580,3
717,3
2193,3
1006,3
2196,3
583,3
1664,3
1306,3
1345,3
2330,3
2095,3
1807,3
1187,3
1726,3
524,3
345,3
2425,3
1604,3
1111,3
1820,3
1160,3
1722,3
2112,3
519,3
336,3
1692,3
1504,3
950,3
2359,3
266,3
215,3
397,3
385,3
394,3
1013,3
227,3
1689,3
2412,3
1048,3
538,3
2224,3
737,3
1154,3
477,3
741,3
11,3
875,3
2181,3
2074,3
1261,3
1037,3
192,3
2101,3
173,3
671,3
2274,3
636,3
1812,3
2165,3
1028,3
1950,3
1623,3
2469,3
1946,3
131,3
7,3
1132,3
317,3
2182,3
13,3
1423,3
1927,3
1883,3
914,3
1310,3
1257,3
840,3
502,3
229,3
2294,3
1780,3
1745,3
2247,3
1026,3
2371,3
1984,3
2360,3
1878,3
966,3
1279,3
2027,3
2444,3
1116,3
1262,3
972,3
237,3
1855,3
1617,3
213,3
2110,3
273,3
1237,3
2400,3
850,3
331,3
1422,3
2233,3
1684,3
1775,3
2296,3
2017,3
1986,3
986,3
1251,3
1479,3
1744,3
1905,3
2051,3
1626,3
1717,3
2207,3
553,3
794,3
1748,3
2433,3
1373,3
42,3
511,3
1516,3
2012,3
2023,3
793,3
2346,3
1182,3
2077,3
821,3
1549,3
1407,3
1518,3
1334,3
1155,3
1482,3
2443,3
2205,3
1346,3
1743,3
807,3
738,3
1923,3
1793,3
262,3
706,3
562,3
461,3
191,3
2229,3
1033,3
231,3
193,3
69,3
1904,3
556,3
2334,3
1801,3
725,3
1444,3
856,3
2102,3
1578,3
1978,3
1480,3
480,3
629,3
1411,3
886,3
440,3
1533,3
421,3
147,3
429,3
1370,3
516,3
2459,3
928,3
1085,3
987,3
2139,3
1580,3
817,3
1730,3
999,3
187,3
2154,3
2404,3
1825,3
687,3
1650,3
1408,3
269,3
638,3
1196,3
1348,3
526,3
2184,3
294,3
1415,3
492,3
277,3
959,3
2140,3
1149,3
2255,3
1542,3
766,3
1609,3
364,3
1003,3
1393,3
430,3
513,3
1859,3
1600,3
622,3
2231,3
1947,3
1367,3
1511,3
1592,3
356,3
604,3
1857,3
1497,3
1830,3
172,3
1284,3
2009,3
138,3
1918,3
2304,3
1039,3
931,3
2001,3
1074,3
1727,3
1921,3
435,3
1141,3
713,3
1713,3
1435,3
782,3
1938,3
522,3
829,3
1957,3
2260,3
1537,3
1457,3
280,3
1606,3
271,3
2295,3
363,3
2135,3
112,3
141,3
2264,3
723,3
1540,3
2245,3
1175,3
36,3
1255,3
395,3
2008,3
1377,3
909,3
1012,3
877,3
1416,3
2201,3
1404,3
2236,3
1049,3
874,3
2430,3
668,3
1031,3
210,3
2447,3
1281,3
1563,3
754,3
1409,3
470,3
2290,3
2141,3
2393,3
1642,3
1975,3
1272,3
70,3
2090,3
32,3
948,3
2269,3
1948,3
1099,3
588,3
2432,3
63,3
1963,3
35,3
1674,3
994,3
412,3
2413,3
469,3
186,3
2325,3
1641,3
1417,3
1997,3
1914,3
2126,3
1781,3
848,3
339,3
1174,3
1628,3
1716,3
94,3
1517,3
1735,3
2349,3
1410,3
1184,3
485,3
1574,3
2085,3
1999,3
88,3
228,3
1412,3
904,3
2185,3
1548,3
1506,3
330,3
934,3
882,3
211,3
1084,3
1301,3
2040,3
387,3
12,3
2485,3
650,3
1534,3
1861,3
119,3
2138,3
1194,3
2253,3
1889,3
2227,3
122,3
1072,3
944,3
1426,3
1736,3
740,3
1595,3
1714,3
711,3
1202,3
140,3
1996,3
1721,3
1512,3
864,3
573,3
2160,3
1123,3
1999,4
1641,4
437,4
442,4
330,4
1159,4
301,4
1261,4
2264,4
516,4
2141,4
734,4
874,4
2231,4
356,4
2227,4
972,4
2423,4
1039,4
1713,4
1537,4
1105,4
2245,4
2023,4
36,4
2085,4
1774,4
1582,4
671,4
290,4
2008,4
363,4
513,4
70,4
1506,4
2001,4
1377,4
1677,4
862,4
807,4
212,4
794,4
225,4
2095,4
2459,4
1975,4
1462,4
255,4
1745,4
1417,4
766,4
2135,4
1060,4
723,4
986,4
1518,4
1074,4
480,4
523,4
1123,4
1668,4
395,4
1626,4
119,4
829,4
233,4
339,4
1605,4
704,4
2349,4
2444,4
1861,4
2162,4
147,4
1689,4
2102,4
1049,4
616,4
2076,4
1948,4
2134,4
573,4
1280,4
1407,4
1717,4
150,4
186,4
2331,4
886,4
2184,4
1182,4
1132,4
1674,4
511,4
1416,4
1055,4
33,4
1624,4
2115,4
1825,4
840,4
1421,4
13,4
848,4
717,4
2139,4
22,4
1950,4
1061,4
2469,4
2229,4
817,4
464,4
1913,4
1714,4
277,4
284,4
1820,4
231,4
2294,4
1516,4
821,4
454,4
1550,4
1013,4
1859,4
922,4
1609,4
1284,4
397,4
313,4
2110,4
501,4
1910,4
2388,4
462,4
1168,4
754,4
875,4
1198,4
1875,4
140,4
1310,4
1578,4
1587,4
900,4
1534,4
526,4
2339,4
1196,4
2443,4
1026,4
1712,4
2224,4
1072,4
1300,4
421,4
2255,4
1348,4
1118,4
633,4
658,4
325,4
44,4
35,4
2334,4
88,4
230,4
1889,4
2022,4
1009,4
1897,4
1617,4
1501,4
1184,4
2290,4
520,4
12,4
280,4
2042,4
2435,4
271,4
1187,4
1379,4
1772,4
314,4
1333,4
718,4
738,4
1579,4
2150,4
1916,4
1847,4
1947,4
1358,4
1848,4
2154,4
2203,4
1923,4
1037,4
1735,4
1595,4
1422,4
2295,4
429,4
877,4
1265,4
1721,4
1542,4
502,4
345,4
1404,4
1457,4
856,4
1604,4
2236,4
2051,4
229,4
1412,4
987,4
1548,4
320,4
1262,4
1479,4
612,4
1154,4
538,4
583,4
1829,4
1099,4
1788,4
1775,4
2202,4
210,4
1033,4
1544,4
1175,4
2416,4
1069,4
1325,4
1744,4
662,4
2138,4
2371,4
1251,4
524,4
850,4
1736,4
675,4
1780,4
580,4
1254,4
138,4
2061,4
1482,4
2009,4
1415,4
703,4
560,4
1951,4
412,4
2412,4
1084,4
1357,4
357,4
1370,4
2181,4
1702,4
1382,4
1914,4
2201,4
725,4
11,4
1580,4
891,4
2485,4
245,4
716,4
1444,4
1048,4
1408,4
950,4
864,4
904,4
2027,4
2247,4
994,4
1716,4
1144,4
588,4
966,4
1540,4
1883,4
2276,4
2325,4
1373,4
206,4
1359,4
1149,4
1592,4
440,4
928,4
1722,4
1012,4
1116,4
636,4
1807,4
262,4
882,4
477,4
2302,4
629,4
976,4
1504,4
1917,4
1927,4
567,4
1793,4
978,4
713,4
227,4
944,4
228,4
2063,4
1963,4
1986,4
2260,4
1946,4
1511,4
640,4
1606,4
1607,4
2028,4
1298,4
967,4
492,4
294,4
1202,4
5,4
1411,4
990,4
2359,4
947,4
191,4
1047,4
243,4
2253,4
1364,4
831,4
213,4
485,4
1020,4
883,4
934,4
237,4
2177,4
407,4
2393,4
534,4
193,4
457,4
387,4
63,4
444,4
957,4
2280,4
1031,4
1938,4
1160,4
2430,4
2413,4
1742,4
173,4
556,4
1194,4
2112,4
1918,4
1764,4
1781,4
1346,4
469,4
2101,4
1887,4
1281,4
1690,4
1497,4
1189,4
1438,4
651,4
931,4
914,4
1984,4
394,4
467,4
517,4
687,4
650,4
42,4
105,4
1600,4
1898,4
1549,4
541,4
2,4
1981,4
2433,4
1304,4
2250,4
52,4
1227,4
112,4
1073,4
1664,4
402,4
2074,4
2185,4
1533,4
1724,4
486,4
562,4
999,4
1087,4
1410,4
1539,4
1921,4
1155,4
604,4
2447,4
2233,4
2040,4
1426,4
2346,4
737,4
2367,4
706,4
1978,4
1778,4
2432,4
909,4
907,4
2152,4
1622,4
741,4
1517,4
2484,4
1301,4
1509,4
1000,4
494,4
430,4
1224,4
1642,4
1857,4
1272,4
41,4
2274,4
1306,4
1480,4
586,4
2188,4
470,4
2426,4
2182,4
7,4
1393,4
1554,4
317,4
1109,4
1905,4
2400,4
2207,4
1688,4
172,4
1423,4
622,4
2455,4
424,4
1730,4
398,4
1085,4
793,4
1878,4
184,4
709,4
2386,4
1006,4
461,4
1995,4
1798,4
269,4
1213,4
735,4
1748,4
1588,4
141,4
331,4
69,4
32,4
1339,4
1731,4
1279,4
2083,4
959,4
1161,4
435,4
94,4
1812,4
1881,4
2165,4
1922,4
2313,4
2330,4
1563,4
2360,4
61,4
740,4
519,4
1574,4
497,4
2269,4
1727,4
668,4
1650,4
1003,4
1345,4
1704,4
2077,4
599,4
1656,4
1726,4
2225,4
1512,4
266,4
2304,4
726,4
48,4
1743,4
2017,4
711,4
2126,4
1849,4
2296,4
211,4
2288,4
1257,4
1490,4
1693,4
2160,4
1435,4
2196,4
1273,4
1343,4
1255,4
1855,4
1957,4
1367,4
2155,4
1028,4
1801,4
1996,4
385,4
1409,4
2320,4
782,4
215,4
122,4
192,4
819,4
2205,4
2012,4
1237,4
187,4
1684,4
2370,4
2193,4
553,4
336,4
2407,4
2438,4
131,4
1111,4
1247,4
2090,4
1141,4
2404,4
1589,4
1628,4
638,4
273,4
1830,4
2140,4
2084,4
1108,4
26,4
673,4
364,4
1884,4
924,4
1904,4
1692,4
197,4
948,4
1901,4
1334,4
301,5
262,5
1161,5
2250,5
588,5
1744,5
567,5
1105,5
1544,5
1855,5
1641,5
1301,5
191,5
394,5
1373,5
497,5
1578,5
1704,5
172,5
934,5
2334,5
197,5
2090,5
412,5
1726,5
1501,5
1624,5
227,5
1772,5
402,5
1957,5
734,5
501,5
1417,5
586,5
52,5
553,5
1310,5
999,5
524,5
1012,5
1689,5
2367,5
651,5
2255,5
1664,5
1963,5
2260,5
229,5
290,5
1265,5
1579,5
2412,5
44,5
2140,5
1677,5
1878,5
2061,5
1626,5
1642,5
187,5
1061,5
1975,5
1859,5
7,5
1482,5
1457,5
36,5
2264,5
2400,5
516,5
886,5
1688,5
1668,5
2017,5
237,5
184,5
2196,5
2443,5
2,5
1099,5
1281,5
1788,5
1540,5
280,5
442,5
1534,5
2051,5
2247,5
717,5
1108,5
1154,5
1617,5
2083,5
440,5
1343,5
948,5
2386,5
26,5
122,5
12,5
2084,5
2207,5
2484,5
580,5
138,5
385,5
1480,5
1580,5
862,5
1950,5
511,5
1506,5
2485,5
1702,5
723,5
1922,5
1334,5
877,5
2027,5
2459,5
470,5
1000,5
2423,5
1026,5
206,5
2371,5
2101,5
480,5
457,5
1069,5
1273,5
994,5
687,5
32,5
1623,5
2444,5
437,5
313,5
1298,5
173,5
638,5
2150,5
1542,5
703,5
1587,5
314,5
519,5
2245,5
1111,5
1304,5
2455,5
1367,5
864,5
662,5
464,5
2205,5
429,5
2416,5
1160,5
1736,5
819,5
2435,5
1358,5
2012,5
255,5
266,5
492,5
1717,5
875,5
1820,5
1028,5
2233,5
1517,5
1416,5
1913,5
1345,5
856,5
709,5
1539,5
1606,5
1946,5
2181,5
2074,5
944,5
1537,5
2126,5
1997,5
273,5
1780,5
1189,5
2182,5
477,5
1423,5
243,5
2022,5
1897,5
1009,5
658,5
560,5
1509,5
1227,5
987,5
522,5
1554,5
2042,5
1262,5
1511,5
2229,5
1742,5
1825,5
2349,5
502,5
636,5
1978,5
909,5
1279,5
2040,5
716,5
2302,5
2029,5
1778,5
1600,5
1013,5
2294,5
640,5
2227,5
1426,5
435,5
741,5
523,5
1781,5
1409,5
882,5
1721,5
2134,5
817,5
1174,5
1348,5
140,5
1155,5
1149,5
1415,5
831,5
2110,5
633,5
1604,5
2154,5
356,5
891,5
1743,5
5,5
947,5
612,5
2447,5
1656,5
1563,5
966,5
782,5
1684,5
1182,5
1892,5
874,5
526,5
61,5
1548,5
1518,5
2095,5
1379,5
718,5
1116,5
2102,5
1512,5
33,5
1257,5
673,5
330,5
2135,5
1830,5
1020,5
990,5
2359,5
1497,5
2296,5
850,5
1549,5
1884,5
1848,5
668,5
2413,5
2076,5
671,5
1175,5
1049,5
1745,5
2188,5
1550,5
1198,5
407,5
2231,5
1490,5
1031,5
1774,5
986,5
294,5
904,5
486,5
1003,5
1254,5
1995,5
88,5
541,5
213,5
2236,5
1857,5
738,5
13,5
1914,5
604,5
1073,5
2225,5
1438,5
1595,5
48,5
485,5
2224,5
556,5
469,5
467,5
494,5
1921,5
650,5
22,5
907,5
1159,5
2193,5
2269,5
534,5
1272,5
959,5
1247,5
972,5
2185,5
1901,5
1237,5
421,5
1196,5
1829,5
2393,5
1123,5
147,5
1588,5
1039,5
840,5
1006,5
914,5
194,5
398,5
1194,5
1981,5
2177,5
1084,5
1793,5
210,5
1033,5
454,5
1628,5
599,5
1724,5
1986,5
2430,5
345,5
430,5
2009,5
1410,5
2274,5
1411,5
1801,5
1727,5
2404,5
461,5
331,5
1861,5
1435,5
271,5
2325,5
1393,5
2346,5
1690,5
735,5
2008,5
1364,5
1948,5
1346,5
704,5
1339,5
1775,5
131,5
931,5
1589,5
1910,5
339,5
1807,5
1141,5
225,5
2201,5
713,5
1404,5
1187,5
848,5
1947,5
1306,5
616,5
2138,5
2253,5
1037,5
387,5
186,5
2139,5
2276,5
35,5
957,5
317,5
978,5
1996,5
2202,5
1984,5
1280,5
2063,5
2304,5
1622,5
397,5
922,5
1184,5
1132,5
1255,5
2407,5
1574,5
1085,5
70,5
1999,5
245,5
1370,5
1917,5
41,5
1048,5
1422,5
284,5
1359,5
1923,5
711,5
462,5
1407,5
1712,5
2331,5
2469,5
2432,5
976,5
336,5
1325,5
2313,5
150,5
1607,5
517,5
2028,5
1951,5
1605,5
1693,5
1713,5
2425,5
900,5
793,5
573,5
2165,5
2155,5
1074,5
2339,5
1516,5
228,5
794,5
2203,5
1592,5
1109,5
2112,5
1202,5
1904,5
2360,5
2001,5
1377,5
2288,5
1533,5
1898,5
1168,5
1609,5
230,5
212,5
1847,5
1731,5
622,5
444,5
1047,5
1213,5
1938,5
2320,5
2438,5
357,5
1333,5
1883,5
1722,5
211,5
112,5
1692,5
2115,5
215,5
829,5
2330,5
807,5
395,5
675,5
1889,5
1927,5
1087,5
141,5
1674,5
629,5
2160,5
2280,5
1798,5
320,5
363,5
583,5
1582,5
193,5
737,5
1764,5
231,5
94,5
105,5
424,5
2023,5
2152,5
1504,5
2077,5
1716,5
277,5
2426,5
1812,5
2085,5
1714,5
726,5
2290,5
725,5
538,5
1444,5
1412,5
1284,5
1887,5
1060,5
1462,5
1055,5
740,5
1479,5
754,5
2162,5
1251,5
334,5
1916,5
1881,5
42,5
11,5
1300,5
192,5
63,5
924,5
513,5
2388,5
706,5
1748,5
1918,5
1576,5
520,5
1261,5
2433,5
771,5
967,5
928,5
2141,5
821,5
675,6
874,6
227,6
2325,6
1020,6
1656,6
1910,6
1072,6
1947,6
1963,6
1364,6
1554,6
187,6
2126,6
1421,6
604,6
1918,6
741,6
1859,6
734,6
1689,6
1712,6
339,6
1196,6
424,6
2008,6
2135,6
1628,6
1736,6
538,6
1298,6
2393,6
1343,6
1301,6
1280,6
477,6
766,6
1606,6
612,6
1951,6
1950,6
1262,6
2253,6
2061,6
976,6
277,6
41,6
1788,6
485,6
230,6
2134,6
671,6
2255,6
2360,6
1272,6
650,6
2101,6
2425,6
1948,6
1588,6
184,6
1542,6
1878,6
1085,6
394,6
1333,6
1624,6
1650,6
2063,6
1132,6
1247,6
1504,6
1457,6
1048,6
284,6
1184,6
2433,6
2280,6
2017,6
437,6
1881,6
1105,6
2076,6
1664,6
1724,6
1227,6
1927,6
1273,6
1727,6
1182,6
444,6
63,6
122,6
1830,6
44,6
2029,6
1721,6
1578,6
1187,6
314,6
1479,6
317,6
886,6
782,6
2432,6
271,6
723,6
1028,6
1039,6
2084,6
215,6
1861,6
522,6
213,6
2112,6
11,6
461,6
440,6
556,6
1409,6
2469,6
990,6
718,6
1702,6
266,6
1883,6
1415,6
2090,6
704,6
1549,6
1726,6
1887,6
131,6
1537,6
255,6
2227,6
2484,6
1393,6
629,6
1600,6
1884,6
2250,6
454,6
402,6
94,6
1084,6
1901,6
364,6
1981,6
294,6
1938,6
934,6
486,6
1144,6
1382,6
421,6
2485,6
497,6
706,6
2444,6
1587,6
1742,6
2224,6
771,6
2290,6
1798,6
914,6
1379,6
1325,6
1996,6
1745,6
320,6
877,6
2438,6
457,6
70,6
1605,6
435,6
2423,6
2407,6
1160,6
69,6
1444,6
709,6
1251,6
1668,6
717,6
325,6
1060,6
2182,6
1509,6
2185,6
2201,6
385,6
2009,6
2196,6
994,6
1404,6
1037,6
1730,6
1820,6
262,6
513,6
1847,6
2077,6
2150,6
1544,6
2388,6
1986,6
331,6
32,6
1149,6
2028,6
1892,6
1975,6
502,6
1506,6
1202,6
1426,6
599,6
245,6
740,6
1348,6
1995,6
313,6
553,6
1367,6
2304,6
1693,6
1609,6
1775,6
237,6
1061,6
2202,6
1501,6
1735,6
1516,6
2455,6
1155,6
1641,6
586,6
345,6
1704,6
959,6
2152,6
1517,6
1812,6
301,6
2083,6
105,6
1855,6
737,6
1279,6
2205,6
2404,6
957,6
1006,6
48,6
1997,6
464,6
1889,6
2426,6
336,6
494,6
2203,6
1334,6
1257,6
1237,6
1604,6
2095,6
633,6
2225,6
735,6
429,6
1189,6
119,6
856,6
1946,6
1904,6
534,6
1957,6
2294,6
1999,6
1774,6
2001,6
1373,6
2346,6
1012,6
2371,6
1194,6
1482,6
229,6
480,6
972,6
1281,6
673,6
1073,6
1623,6
1255,6
2296,6
2416,6
1905,6
1512,6
1000,6
1108,6
1116,6
2154,6
1213,6
1582,6
231,6
875,6
197,6
1462,6
986,6
2141,6
560,6
819,6
924,6
280,6
1589,6
1423,6
1690,6
1533,6
1622,6
233,6
206,6
829,6
1595,6
2459,6
2140,6
2412,6
7,6
2330,6
848,6
1141,6
583,6
807,6
2274,6
412,6
462,6
2102,6
2184,6
1265,6
716,6
140,6
211,6
1047,6
1490,6
817,6
1857,6
173,6
1713,6
1743,6
1626,6
1607,6
112,6
467,6
2370,6
1339,6
2320,6
1563,6
1849,6
1284,6
904,6
2435,6
1772,6
193,6
1793,6
194,6
1548,6
711,6
907,6
1407,6
52,6
1087,6
192,6
469,6
1310,6
387,6
1416,6
1438,6
725,6
1026,6
357,6
1688,6
638,6
2022,6
2295,6
442,6
1099,6
909,6
1254,6
2313,6
2245,6
944,6
334,6
2023,6
1978,6
395,6
2413,6
1069,6
1714,6
523,6
407,6
1408,6
2139,6
356,6
1377,6
519,6
1748,6
1370,6
1435,6
831,6
1511,6
1716,6
12,6
922,6
243,6
1722,6
1898,6
738,6
2188,6
430,6
1033,6
840,6
1497,6
273,6
882,6
1674,6
567,6
1717,6
651,6
1801,6
622,6
2042,6
1412,6
1346,6
948,6
1358,6
35,6
1778,6
150,6
1922,6
2236,6
2229,6
141,6
1123,6
2207,6
1411,6
228,6
883,6
2302,6
967,6
703,6
1684,6
516,6
2051,6
1923,6
13,6
1410,6
517,6
1913,6
2260,6
1306,6
588,6
1579,6
1345,6
210,6
754,6
966,6
2331,6
891,6
1539,6
573,6
1914,6
580,6
1261,6
1677,6
1576,6
1159,6
1003,6
1031,6
1198,6
398,6
1074,6
2,6
1480,6
1692,6
821,6
2138,6
492,6
687,6
1764,6
793,6
950,6
1174,6
2349,6
2386,6
850,6
2430,6
88,6
1780,6
1118,6
726,6
668,6
864,6
2165,6
999,6
501,6
987,6
2085,6
526,6
1580,6
2074,6
541,6
862,6
2027,6
22,6
61,6
2367,6
2269,6
1161,6
330,6
1731,6
2443,6
2264,6
1359,6
26,6
900,6
1417,6
2110,6
397,6
1013,6
1422,6
1540,6
1848,6
1781,6
1921,6
524,6
562,6
470,6
636,6
1897,6
1049,6
616,6
2288,6
2447,6
290,6
1111,6
2181,6
794,6
1916,6
1875,6
978,6
2040,6
1224,6
520,6
1617,6
1518,6
511,6
2231,6
191,6
2359,6
33,6
36,6
1357,6
1009,6
2276,6
2339,6
212,6
5,6
1825,6
2155,6
1984,6
1175,6
713,6
1168,6
1917,6
1300,6
2193,6
2160,6
1829,6
1807,6
225,6
138,6
2162,6
2115,6
1550,6
947,6
1642,6
1055,6
2233,6
147,6
2400,6
1109,6
186,6
363,6
42,6
640,6
658,6
172,6
2012,6
931,6
2115,7
1085,7
1422,7
1003,7
5,7
2264,7
2334,7
782,7
394,7
197,7
1031,7
271,7
2432,7
2017,7
1000,7
957,7
262,7
266,7
588,7
1861,7
2302,7
1026,7
2274,7
184,7
2225,7
1047,7
1898,7
794,7
718,7
398,7
1189,7
2288,7
2247,7
560,7
2484,7
2416,7
1373,7
831,7
211,7
237,7
1518,7
553,7
1748,7
900,7
1731,7
470,7
387,7
1574,7
2294,7
2155,7
1656,7
1506,7
2023,7
233,7
1325,7
1624,7
1254,7
2063,7
517,7
277,7
1927,7
131,7
1724,7
976,7
862,7
2231,7
1438,7
284,7
1717,7
317,7
61,7
1006,7
407,7
2177,7
187,7
1109,7
2028,7
2360,7
336,7
944,7
357,7
1410,7
1426,7
435,7
1975,7
437,7
511,7
35,7
2233,7
1628,7
1684,7
650,7
1855,7
63,7
662,7
909,7
191,7
13,7
269,7
967,7
1957,7
2435,7
850,7
673,7
12,7
520,7
2346,7
1159,7
325,7
1849,7
1922,7
2029,7
725,7
